,user
5354,176311505
4624,176480615
1343,176609136
88,176720369
9049,176859149
10422,176907630
6595,177143949
1303,177240900
9724,177262498
9242,177371525
7207,177381168
8329,177405797
4610,177480509
10686,177545114
8474,177555846
1402,177600194
3666,177638622
1982,177654997
6133,177710578
1064,177935419
7914,177959895
11054,177995923
10369,178057633
4314,178120434
9745,178249423
11512,178423438
3312,178475497
6636,178649592
6169,178699750
4232,178792858
8908,178876630
10349,178898208
10020,178955694
8587,178975885
6036,179019932
2490,179093405
1417,179125782
5950,179222656
3715,179391428
10687,179606049
1083,180024688
11073,180055039
6952,180062478
4346,180075875
7099,180270680
6185,180330514
10056,180471819
1351,180486949
8991,180522421
6650,180614518
2883,180806353
7610,180829827
9553,181036341
11511,181069639
8000,181074357
10092,181081538
5402,181083338
10815,181099274
2372,181110753
250,181137011
9128,181152156
8763,181296022
9821,181297945
9953,181318666
10757,181416098
1457,181457088
1272,181701336
3622,181724701
1374,181789997
6376,181859107
341,181889615
5520,181937039
3759,181989827
6891,181998440
468,182092910
5597,182102923
7905,182105169
1693,182192116
4086,182298743
4309,182315381
9719,182362135
7711,182368765
1039,182398060
9396,182460555
11247,182520296
5279,182545367
11682,182552976
1518,182636690
1826,182757896
8354,182863712
824,182955615
3282,183006445
7180,183122248
3613,183155834
10244,183181183
5274,183236454
9847,183245624
3170,183301488
422,183312536
9488,183523683
4084,183764617
5018,183894264
2399,183912696
9707,183951813
6877,184059183
8772,184133103
8944,184349297
2484,184367594
3114,184469444
6798,184505775
8943,184566229
73,184651922
7838,184670517
9804,184678564
893,184686585
525,184796593
7683,184825052
4226,184845508
10632,184937928
9060,185027451
8079,185212771
7757,185214012
5241,185223850
11738,185348236
205,185473758
5973,185500059
4843,185507904
2218,185509663
5916,185520398
1794,185604193
5127,185647480
5179,185726530
6182,185924408
1874,185970407
548,186126312
11737,186127773
3913,186142002
6143,186263857
10735,186388047
1589,186454531
7923,186540193
7722,186706426
5363,186819562
8624,186959949
5543,186962977
4744,187064809
522,187204777
10923,187300687
8269,187465541
11444,187466663
489,187575922
7728,187843269
4117,187863287
2056,187981922
4593,188095816
10743,188182206
8664,188214466
5888,188251173
7891,188270907
11378,188347805
7347,188431646
7122,188539449
6229,188566891
4854,188749840
9536,188804995
10130,188883452
9970,188919710
9761,188924529
3146,189031485
2996,189089882
10506,189185504
1174,189201244
8494,189203055
1328,189280492
7575,189333961
7306,189400068
3980,189413507
7860,189425042
10746,189503865
9411,189516976
2211,189861026
11141,189871982
11217,189873269
5108,190144512
8229,190575931
1155,190626814
2215,190719439
2425,190737066
6070,190806752
787,190944420
8043,191047045
10185,191115927
5474,191193982
9566,191376311
6474,191418029
1798,191513399
4629,191571830
4392,191582061
1822,191613797
6704,191636503
1419,191637573
7798,191772901
8182,191781587
9202,191851770
4785,191869578
2217,192139583
6696,192188324
11367,192196078
4201,192399079
3022,192425012
7528,192481761
5556,192490132
4853,192577179
11151,192818801
668,192914811
4756,192925448
2051,193041197
8044,193139374
8849,193207178
9312,193242313
835,193353180
4783,193381953
6016,193420577
6359,193533117
1384,193533758
103,193547846
9438,193568691
3430,193575214
7351,193623198
1505,193698391
1795,193739560
825,193951826
6155,194516325
11614,194520566
8948,194554528
11449,194771934
7383,194779700
8165,194866538
7027,194872334
3136,194968442
5912,194968992
3791,195001279
7269,195040745
9412,195295372
7681,195495824
625,195535404
2659,195578615
3220,195591746
420,195670113
5808,195886130
6367,195901573
11291,195933141
6280,195952716
7324,195993419
7739,196000306
8475,196107446
8860,196117695
6275,196189767
5650,196265129
10321,196332706
11332,196366743
9950,196483148
9887,196496471
9061,196574694
8148,196643880
2524,196644224
4347,196693879
9237,196846614
1201,197068445
1052,197130802
6658,197141859
1791,197179689
1787,197217385
11672,197232750
2535,197234400
8309,197331918
3329,197346602
3722,197381268
1875,197525025
2491,197700375
494,197720986
6819,197852812
10580,197869578
635,197900090
10234,198070235
2416,198163196
2462,198185192
699,198229700
7559,198683966
5247,198698277
5027,198813830
5630,198834208
1285,198896585
1780,198930759
10505,198980825
3192,199079103
8660,199161322
1583,199234867
6234,199249263
10990,199283956
9632,199693392
342,199693478
10046,199706905
1966,199728517
4622,199806537
11649,199826261
3112,199965779
11712,200026298
7370,200050685
4466,200200555
2268,200248933
6272,200288674
7823,200322604
2661,200352801
8039,200457046
325,200503033
2931,200751854
3091,200774473
3236,200919570
9187,200928964
8105,200975316
7585,201080954
5035,201184823
1141,201197114
6242,201430443
5540,201501278
8437,201604250
3315,201606044
9125,201665194
5042,201701332
6689,201845189
7871,201956167
8298,202000106
1444,202013769
4245,202015986
1579,202018586
8601,202133992
7968,202192455
11490,202242124
4538,202310529
2424,202408688
10736,202449863
187,202480399
5036,202497486
2869,202602867
9550,202628185
5464,202708408
3571,202890060
2261,202918723
7843,202998015
10270,203014085
2469,203137138
9420,203194830
6793,203339518
10291,203377053
5158,203457586
1102,203480656
1110,203506721
4778,203566515
10135,203624034
7656,203628366
10844,203737869
1057,203744906
9591,203788270
4975,203848258
11509,203905147
9283,203986848
3839,204312036
6815,204390828
7037,204473361
4425,204475395
10240,204511122
1637,204552965
2618,204707027
4436,204761156
3949,204814953
4050,204851888
2555,204903398
10346,204912951
1804,204985443
1280,205034973
9232,205063273
4830,205172220
3836,205183882
9802,205271106
8797,205398491
3589,205439593
569,205520379
6217,205550635
2402,205762941
4871,205788428
10099,205800463
9444,205868945
1641,205890367
8618,205949795
11471,205980724
2831,205993908
10117,206004195
314,206069224
10287,206139339
4035,206357362
199,206384433
3662,206436620
1326,206464024
2795,206558355
4409,206587515
9541,206626437
10355,206718994
11000,206789991
6415,206898618
11531,206924942
6486,207137764
4197,207206745
1924,207275675
8736,207465962
5388,207737178
4075,207819601
3207,207845269
7235,207933200
2203,208061542
8206,208126547
9073,208129439
11646,208259510
2649,208460287
11711,208470126
3880,208532988
9549,208549282
3964,208562435
4256,208640739
6405,208709948
10428,208740204
11325,208768221
10858,208904638
8054,208954699
1789,209136732
8290,209212493
5005,209271920
8936,209296844
9241,209609354
6788,209715848
1313,209724515
898,209811569
2443,209918089
509,209979583
8984,210009400
8420,210133649
2073,210348434
4990,210361923
3392,210408407
579,210601823
4297,210653177
11747,210676028
1677,210755448
4513,210785035
4530,210813875
2980,210858109
3325,210860903
10098,210944655
10864,211089124
9792,211156422
4302,211270198
11674,211282466
7669,211322580
854,211329550
4958,211392076
1493,211495392
5537,211501975
3328,211537036
2989,211580472
54,211591867
2957,211713015
4671,211794233
9044,211794354
9183,211835486
3174,211880871
7389,211886096
5407,211895366
2778,211920167
3970,211930163
11728,211997873
1119,212034823
1076,212320102
7751,212382045
4264,212515595
4470,212588002
9743,212622597
6813,212723448
127,212793336
645,212795634
10420,212836640
10948,212842542
3530,212856439
11209,212926147
4641,212946808
9827,213014156
6905,213158057
10826,213219992
2077,213241107
4505,213447542
4013,213473422
11394,213611800
8092,213664735
613,213675066
7950,213821689
6491,213944957
5989,213957933
1247,213988625
5508,214044650
11344,214134580
447,214172143
9075,214190582
2028,214210587
6208,214330316
9448,214336739
994,214544435
6778,214637030
4739,214694484
7907,214778408
1968,214802724
3122,214862557
786,214876700
3996,214950535
8037,214965949
10753,215110011
8032,215119658
8530,215316547
623,215633400
7120,215655868
10578,215656694
8035,215663099
2571,215793521
9852,215850634
10258,215926251
6946,215952581
792,216044638
8454,216052935
5013,216183171
8856,216239045
9931,216319358
2870,216452750
4416,216607409
3764,216641808
6560,216655735
10364,216837200
3990,216999034
8019,217053586
1101,217073596
3469,217093173
11263,217166737
11086,217454253
1406,217683788
7589,217694415
1805,217710738
9715,217758509
6781,217798347
4192,217944905
3744,217962264
335,218116255
4165,218196255
9799,218261832
4963,218327625
9866,218416279
8967,218448463
369,218485655
785,218561168
7912,218562585
5885,218584104
1443,218606096
1168,218655009
10324,218744622
2115,218795469
9560,218824927
1022,218901337
5450,218944118
10455,218952152
2631,219118034
7195,219137587
10479,219218826
2853,219293907
6316,219363341
11423,219517921
1771,219533807
4131,219565318
10152,219570603
1165,219676470
1260,219785393
1107,219997513
1506,219998272
1643,220111219
6344,220311838
4956,220317280
2439,220323970
9026,220366919
5878,220389606
7268,220456729
2480,220520236
3028,220535653
3966,220681793
654,220715725
216,220830024
884,220938752
945,220940588
9677,221093806
9499,221179210
11156,221251584
3655,221297029
764,221402986
4236,221535085
1609,221647456
4796,221675025
7611,221850739
2967,221932649
9379,222028747
4469,222062081
9436,222096538
1490,222218719
395,222312223
9716,222420524
4423,222434675
1170,222460894
8949,222655847
576,222664950
840,222680851
11342,222685720
8621,222689368
9307,222756821
7635,222815842
11255,222844379
6966,223173636
9081,223183927
8638,223217484
937,223326807
681,223450390
7239,223646581
11621,223856093
6113,224001934
10724,224132007
1486,224177071
1395,224239079
206,224395740
1065,224401750
9446,224434608
9723,224473640
4422,224606781
11354,224688825
8654,224759195
5116,224778470
6343,224878418
11604,224921665
3001,224968503
10207,224970256
9682,225045709
448,225146751
9266,225568637
4153,225578864
7734,225761740
7211,225855272
10096,225893201
8053,225895156
10643,225911079
7664,226291714
1892,226362915
10737,226402200
11687,226472622
2531,226486180
6318,226624052
10061,226769457
5702,226779374
957,226904930
8651,226982104
10749,227020931
2902,227086977
8636,227184833
9326,227306627
607,227309325
6269,227422387
7986,227456373
6347,227495559
7833,227576722
11096,227600713
5136,227612370
3085,227635999
10552,227853872
10847,227931536
9431,228006207
5628,228038631
3961,228138821
982,228152802
5635,228153557
6111,228187032
4351,228202681
9514,228286780
6172,228304359
10787,228316660
11642,228378068
5075,228379082
3164,228534214
6091,228589332
732,228636557
4292,228717886
1992,228811794
1535,228936408
8571,228945939
10936,228990259
3161,229015023
4551,229075328
9679,229477534
3390,229558262
2541,229686779
5773,229741140
6988,229838676
7655,229966077
4838,230009534
3901,230113896
8652,230130383
9698,230213573
8447,230218511
141,230384343
6630,230418360
5783,230578757
8673,230652136
4650,230708557
2556,230845549
9856,230848145
2880,230940544
8909,230952777
9010,231024715
4718,231025868
9935,231245376
2866,231283641
2550,231575497
11613,231672761
3375,231793715
965,231821337
4350,231823719
3305,231824873
7014,231838756
4254,231867199
4626,231982650
9959,232039655
5486,232168779
5153,232268618
3920,232313457
7179,232515042
503,232544919
2938,232661095
4246,232673077
2017,232762359
8289,232770757
5372,232830362
8338,232956632
4537,233138786
4402,233279566
8320,233288586
10839,233565079
4560,233656323
6445,233710502
6780,233763698
561,233824686
5060,234103727
3348,234106466
2247,234183022
10956,234200897
5832,234325870
3669,234446976
498,234595328
8478,234601456
11189,234613775
9473,234636001
11334,234702445
9828,234717632
6476,234756807
9252,234867201
8974,235045002
10971,235459014
821,235493117
8527,235703722
6257,235721502
45,235728989
1177,235827416
7744,235930268
9773,236004194
4735,236162056
10134,236191686
4746,236219210
3492,236360455
319,236413090
3884,236467182
243,236490355
8366,236812971
9039,236814520
3843,236969393
135,237163232
4577,237317681
7916,237436973
5760,237479905
553,237520018
3567,237586195
1400,237676930
7093,237707016
11432,237734518
2701,237811617
7296,238116839
8563,238126964
11513,238168925
10544,238266098
1743,238277117
3369,238281582
3816,238334375
513,238438563
7911,238539947
6652,238628953
10345,238709662
11157,238721777
844,238844687
9905,238931766
5371,239047995
801,239115048
2139,239124096
8771,239288039
4482,239288913
3621,239417850
9491,239460767
10025,239556789
2627,239569277
407,239699364
10785,239707341
6094,239838485
6492,239877928
6854,239982945
11374,240058291
1446,240203291
275,240228154
7754,240256497
9501,240432577
2643,240506357
583,240515248
5510,240537512
10114,240601999
3462,240661115
8356,240762276
4248,240792967
2662,240839232
3806,240909870
10115,240925376
1175,240930282
2200,240944793
4844,240954368
11027,241176434
6878,241183907
10834,241264884
4893,241334960
4475,241450123
7484,241513681
11721,241549527
4185,241596549
8731,241687553
9289,241755384
1307,241890907
4058,241912341
1436,241951561
11596,241964215
6079,242044413
7016,242212223
1216,242252968
2005,242325965
7568,242345606
3221,242365766
6370,242379288
6593,242382781
11274,242416141
8375,242440833
10374,242445889
2583,242497526
2844,242533616
8955,242545441
378,242627850
10112,242647732
10146,242724244
7687,242868836
5729,242890354
313,242913599
1336,242946344
3030,242946735
695,242951199
8641,243003921
11537,243010694
887,243120179
261,243205659
8516,243408434
74,243755892
4536,243812207
9078,243816260
8718,243826621
3754,243947478
5239,243953707
4333,244051294
5521,244142681
6676,244152692
10128,244218552
9137,244272586
6755,244359594
3208,244401369
9313,244516180
9994,244562225
11134,244602527
6006,244665544
10995,244976392
6025,245002609
4659,245035790
7048,245154719
4703,245259644
4321,245269042
9838,245278501
2426,245299916
4798,245384447
7533,245417754
10116,245493105
1191,245619824
3818,245656639
11284,245663846
2322,245744282
2846,245782596
9848,245879274
6909,245880701
11312,245889687
3765,245903278
10147,245929986
3867,246007355
9181,246021300
285,246053451
8671,246093027
1048,246542665
5282,246596872
2001,246712593
1887,246789071
776,246797556
6038,246846722
4183,246861717
10860,246881036
3008,246969298
6919,246978293
1593,247042992
2520,247063591
904,247069389
1901,247192959
6803,247305066
1617,247359032
1494,247588273
7430,247718003
9982,247745450
519,247946877
5646,248041883
6236,248124528
10747,248134172
3016,248399606
9467,248541717
9109,248549996
8059,248664749
4743,248665585
6222,248733366
5258,248782405
10437,248798812
1093,248906635
9139,248927008
6733,249012301
11576,249189020
2584,249196775
5143,249212381
1240,249276875
9265,249525389
10604,249530370
7489,249541764
7608,249550945
939,249554272
7097,249586170
10410,249597529
7861,249626104
9822,249719842
4272,249771541
5106,249894687
10097,249965780
6413,249976784
8879,250030637
7602,250033715
3332,250041627
1951,250262094
7628,250316943
3395,250328114
7375,250534861
3064,250630269
3457,250653772
2956,250687185
1358,250777538
7869,250797384
7084,250918540
8207,251040863
4745,251061142
4721,251085394
2575,251137781
558,251315991
2969,251375541
4908,251377116
2743,251542108
7073,251646326
10996,251681026
541,251745547
8244,251855456
6395,251914653
7678,251992633
9188,252027450
6651,252040261
162,252101265
2404,252127062
8747,252252667
761,252272337
11395,252509074
7194,252519259
5877,252564838
4148,252662786
8632,252719979
10952,252728184
3809,252816220
3692,252876397
10067,252981209
5767,253059535
10907,253105452
157,253201025
4509,253240256
4072,253248737
244,253416344
11691,253442474
9846,253472593
11624,253724012
3594,253726620
4994,253770039
10715,253799856
3407,253901988
8452,253933253
474,254005864
6333,254021619
3997,254210206
9348,254336482
3412,254342715
7609,254451343
5826,254455364
1346,254550967
4419,254602643
1886,254700735
2731,254727353
5164,254767265
9226,254968821
6711,254999383
3214,255008900
4043,255293743
5758,255371820
4110,255398976
9050,255464914
9492,255520815
11664,255618378
10454,255621638
7405,255753689
3025,255855582
9455,255927546
9585,256044355
1540,256086166
5161,256221565
1275,256319752
1394,256398311
10547,256583871
9908,256711367
10066,256723216
664,256739181
5824,256817569
6062,256847449
933,256980813
10848,257087119
8091,257405970
11590,257434526
3486,257487908
11445,257578385
10243,257693669
2593,257705976
4753,257785042
7917,257924104
6429,257930228
8992,258095752
10551,258119893
4922,258145124
3746,258149819
11376,258273164
8845,258291606
10482,258344780
397,258366757
4080,258424905
725,258482319
671,258540109
8789,258668186
9213,258918868
9577,258930454
4270,258968844
2911,258985362
10509,258991233
8178,259190624
5180,259276793
11501,259307080
7954,259473362
7401,259509156
4949,259625157
3405,259704777
606,259804514
7203,259817342
1008,259829950
3674,259874963
7391,259923278
132,259976138
10562,260050449
1112,260127126
9475,260159588
10759,260185989
7054,260223968
6929,260233971
10539,260317309
1821,260431676
11323,260766186
7481,260779211
2757,260787637
11396,260873334
10078,260906391
1345,261007914
5334,261217929
476,261301958
5212,261418772
2256,261518581
6013,261544043
8458,262026427
8080,262043708
551,262063880
11381,262095224
6690,262175543
10182,262445338
6117,262531049
8074,262545278
6598,262583918
8709,262676029
10204,262722046
1890,262827248
11669,262860240
11075,262891958
6599,262965926
10460,263230376
4496,263366407
7408,263419205
10202,263476623
7971,263656419
562,263758463
3911,263858533
5992,263865033
529,263868597
5943,263912066
8661,263924493
5938,263948818
5863,264133466
10756,264198900
9798,264225957
3758,264390127
5135,264423598
8316,264429953
1131,264529918
6888,264805548
7446,264959871
2365,265012992
8885,265023969
1877,265056308
7004,265308077
11117,265556130
4774,265733161
2788,265971566
4132,266004741
417,266039604
2371,266117908
9791,266289431
9426,266355360
1116,266367975
6649,266401635
114,266570595
10359,266752224
7213,266793138
944,266816019
8401,266873587
8215,266913073
1149,267022855
11650,267085129
11062,267351286
1355,267519921
9695,267601623
9736,267655774
3287,267850708
2253,267949095
8616,268029240
6668,268053738
4789,268055962
6212,268132730
7738,268155028
9279,268388996
9134,268423431
4707,268480571
1068,268486177
9209,268515502
11223,268570572
4221,268660562
10383,268680676
6483,268860691
6730,268905262
9253,268949912
1108,268954674
7945,268962527
3869,269173294
7493,269224134
9341,269300034
4961,269367664
4874,269518584
2113,269520717
7003,269530421
6584,269532002
9986,269926885
6404,270060337
1090,270082368
8684,270213933
2708,270335094
3073,270688094
1468,270690766
2937,270797846
3681,270882543
11298,270943665
3981,270977507
10980,271156595
6849,271234231
333,271239439
9464,271260679
8036,271457312
880,271457816
6643,271504569
7317,271520534
66,271526226
3125,271592734
974,271619094
9048,271648819
3984,271654845
2910,271699777
10371,271823315
4926,271930305
849,271938997
3607,271987842
3773,272044683
72,272187823
628,272366593
5598,272391214
8915,272399404
8345,272442535
4781,272511346
7028,272590789
9922,272680872
1960,272806547
8169,272810582
11554,272964435
2673,273059571
1464,273084575
1,273090673
2747,273094621
1452,273225092
7313,273308471
1332,273525445
2863,273582849
4810,273600759
8793,273632775
10071,273686265
4717,273705249
2317,273708855
8910,273859921
8887,273918045
7675,273952799
10575,274003603
5936,274032029
10567,274280798
535,274295014
2074,274309731
10770,274455475
2137,274469640
6840,274518860
6908,274537871
8130,274568864
4393,274612539
10139,274616072
7270,274786847
9676,274980096
8508,275068212
4145,275237614
8752,275288758
9859,275290824
7135,275408716
1079,275413429
7595,275606046
6997,275654945
1659,275662166
7784,275671985
8337,275781015
10981,276092621
1448,276120458
10883,276211458
8496,276333210
3665,276383588
10358,276400395
11519,276425086
3,276505769
6170,276525178
2040,276583256
7088,276623551
4852,276712063
6106,276728739
4974,277041036
1507,277366326
2250,277391903
6018,277402624
3490,277545331
1120,277687733
10109,277741288
3992,277800129
274,277831740
10963,277834718
2134,277947630
9727,278012614
5041,278023288
3528,278073945
11694,278309733
8956,278386058
2306,278430275
5004,278564017
5795,278602075
57,278703182
1122,278748389
11322,278922460
7963,278963197
5191,279261596
655,279352719
3082,279413703
11057,279520430
3401,279560189
3458,279746140
11037,279759884
248,279783339
9091,279795272
3690,279810283
10908,279845419
4203,279962573
7544,279979547
7465,280196394
8128,280299026
5643,280424167
5492,280483987
3383,280576655
1032,280592081
9210,280601249
8639,280725150
1253,280780815
9661,280817179
823,280930693
1793,281114458
9768,281448461
10386,281472322
5165,281618389
11090,281710278
908,281998026
931,282060981
8230,282144549
4251,282173981
1340,282213187
10606,282275441
8121,282287840
2463,282393540
2034,282441964
3644,282443387
11380,282588061
9366,282676234
4653,282686037
7842,282727527
7615,282873770
7413,282933786
10353,282997299
9276,283079849
360,283138642
7248,283143760
3099,283249649
3381,283299760
1036,283380538
9946,283393517
5114,283837604
8336,283862267
11072,283977197
6558,284043970
3215,284049524
6220,284089620
7793,284093909
4173,284240023
5682,284295183
1653,284378907
9176,284506037
309,284534767
8883,284547619
593,284569326
7137,284609113
2070,284716680
9306,284747939
10876,284806399
6927,284826346
2599,284886238
11140,285138477
1249,285187628
8025,285269602
1683,285274220
9158,285462862
4494,285511498
8156,285832453
11472,285879640
3790,285923635
10149,286012592
5304,286181059
9680,286311528
8192,286338647
896,286362358
10584,286444383
373,286629214
1831,286640432
3529,286644904
11497,286708028
2600,286731607
2862,286750653
5524,286944608
6563,287052180
8833,287145948
2536,287167540
6262,287247289
3140,287249797
2391,287352001
8890,287428842
326,287632347
10472,287734158
8704,287945488
6116,287956415
9947,288095834
6805,288193036
11301,288211491
5675,288217334
433,288247157
10661,288269728
10653,288543384
208,288566859
7549,288577642
102,288588525
1234,288664480
7131,288666876
1354,288883192
2242,289171868
2448,289241304
10121,289251256
2118,289270159
1294,289320050
11589,289330540
11162,289384973
6393,289413315
2746,289571630
388,289645445
3657,289650839
3677,289735978
1432,289799310
4918,290062886
4644,290082061
4584,290163677
3428,290167317
493,290223320
6889,290264421
11123,290352621
9619,290456853
3943,290522124
1776,290577530
10636,290585374
3923,290608674
1699,290700182
8768,290796902
3931,290835408
10728,291073837
1576,291089407
2225,291093269
5393,291272887
249,291286370
10029,291297555
2807,291478069
10037,291504136
1519,291562402
814,291651795
3683,291658045
76,291800214
7222,291933323
2298,292079661
4807,292124520
6812,292126439
6744,292177160
4700,292345869
3902,292480954
9309,292580351
1865,292749902
5665,292784548
5981,292824209
4992,292846957
5501,292848511
2054,292863839
995,293014319
6925,293110513
9551,293261283
8172,293399009
11343,293601081
7181,293706562
84,293783560
1208,293790410
3896,293864949
3634,294110045
2761,294168764
11609,294232657
5068,294234631
10543,294236386
3986,294372286
11198,294512716
1113,294682293
5629,294711666
3346,294910440
3782,295091909
8650,295162096
3616,295351703
3844,295360978
3002,295368386
3630,295392223
10011,295416140
9762,295453520
3786,295478293
8836,295509491
9595,295555095
1882,295641973
694,295720203
9504,295980589
6233,296079436
3156,296162811
6777,296249724
6099,296369452
10526,296373123
7865,296588941
515,296690249
6313,296777170
7817,296983300
7305,296993373
5357,297025568
6054,297039960
1717,297187010
3539,297187509
1608,297371918
4435,297486834
1367,297550796
3546,297617954
2156,297678138
8405,297905132
3060,297930101
5583,297998956
10133,298037955
9984,298098063
8735,298218571
5505,298313366
6473,298378912
11424,298459819
6308,298567112
5765,298635498
6033,298646245
280,298777065
8335,298825278
5391,298837918
11548,298890065
7124,298924196
9567,298939481
8659,298956415
557,299007522
11296,299066717
9227,299216633
377,299288532
7219,299290510
2457,299386973
4757,299394991
1397,299475138
5040,299661134
11241,299753127
95,299826493
4258,300118121
3005,300505981
6477,300590325
4652,300614689
3671,300722597
1104,300830487
10534,300854047
8706,300874004
4312,300896787
8781,300903692
5324,300922262
7985,300938988
3201,301023494
170,301055283
10645,301206724
1433,301212183
11328,301227622
4213,301580948
6794,301586593
5636,301619245
368,301638115
3733,301703093
3864,301706809
9678,301958858
1629,302074657
7495,302175574
5062,302179066
2380,302306725
2413,302382591
10697,302437523
11079,302502671
828,302634069
7899,302658537
9508,302724855
2133,302785376
5189,302795193
7428,302834239
5850,302845478
10255,302998626
10911,303422193
2015,303524352
5868,303528987
1329,303535466
1246,303730544
6321,303780995
7234,303802556
4280,303804811
1614,303842205
10657,303986717
6743,304023595
4097,304081849
3259,304135745
6916,304148996
1970,304182683
524,304184885
5507,304230146
10817,304247848
3998,304439735
4526,304488175
7706,304493639
7731,304599434
8384,304606255
1713,304837431
11078,304888926
1774,305055027
2899,305066329
10318,305096795
7943,305120705
4642,305183237
2871,305380567
11417,305404092
9138,305420537
4076,305544740
6138,305564292
8811,305609049
10226,305741815
1421,305748184
1512,305997977
7100,306053297
3620,306125730
10781,306141712
484,306223781
11355,306246280
5112,306361331
7042,306380098
3024,306429073
5012,306433726
9807,306632971
10855,306642012
5095,306732717
9123,306941724
1759,307046931
7975,307066027
3261,307153784
540,307177776
9020,307230421
667,307361671
4515,307405879
3883,307536100
5267,307544927
5389,307637386
9132,307689117
10612,307775417
907,307782020
4628,307811862
9855,307943049
5923,307960167
5437,307971172
2580,308057175
8818,308077747
485,308093054
2494,308106904
9480,308131758
779,308387457
11234,308387979
9479,308439664
10598,308486618
1937,308552322
9230,308638923
7411,308839616
8801,308842823
5034,308941775
11401,308957049
7862,309167531
9173,309209366
9992,309237230
9095,309243658
8515,309341384
5349,309377040
5193,309470441
10742,309527951
1373,309570373
9147,309684658
11244,309728862
6251,309834651
6892,309917597
5752,310018521
3475,310151518
7450,310199678
11465,310206156
822,310219818
10608,310232021
934,310345129
9615,310360289
2722,310507573
2310,310622797
8235,310719974
1619,310878119
9398,311090815
7929,311157728
810,311233102
9442,311374662
913,311384406
7822,311495912
6610,311576969
2418,311700989
10854,311805730
6026,311817495
1085,311925935
3499,311958277
290,312007405
2801,312065862
10662,312107046
7661,312179453
829,312320470
5131,312366923
8429,312465176
10989,312608510
3079,312658995
9797,312688414
6512,312772785
10407,312852307
8567,312918165
454,312950836
1081,313006322
2373,313062277
8625,313094510
7254,313244771
3756,313312574
2270,313313230
5705,313394762
11329,313512643
264,313631318
4549,313709639
8950,313992817
7427,314105581
688,314204487
5427,314247468
2759,314366525
3547,314407854
652,314432860
7332,314593415
570,314647493
6547,314698012
3755,314758775
5673,314770062
9131,314771780
9757,315023301
3511,315176220
4017,315239579
7166,315389405
10886,315426867
6894,315589606
9240,315779092
4136,315851955
9111,315889501
7719,315894470
5645,316253221
7133,316281343
6284,316334067
5332,316365954
8259,316398758
5604,316444922
8313,316450953
2447,316697618
7221,316760779
692,316771077
3231,316800434
3577,317051301
11061,317136163
5622,317140738
6752,317168308
7033,317201012
470,317362830
8228,317376041
4932,317416556
8067,317461393
3168,317468772
7475,317514378
4216,317540971
10405,317582310
10655,317652165
8848,317738515
1300,317884061
6703,317907768
9515,318020843
370,318030213
4855,318071910
4693,318201024
2383,318377477
7947,318627522
6950,318821188
1382,318864710
2031,318876852
4953,318894648
2564,318923005
8592,319029271
9894,319040734
961,319042454
5970,319111277
10529,319127804
6293,319135273
1323,319299388
4294,319370422
8077,319574214
3062,319859550
4374,319866424
11280,319879419
3649,319929875
8191,320018265
3584,320047195
845,320063227
8330,320117024
7940,320132156
2066,320150721
5722,320179279
4500,320186714
3433,320243710
6355,320289781
891,320300732
1905,320351842
1813,320405820
9672,320521360
9035,320661773
7079,320693229
545,320988954
10830,321061193
1414,321162604
1718,321296085
4259,321340819
2837,321395763
3176,321452135
8952,321599277
4976,321687670
9168,321695842
2478,321810304
2976,321906623
52,321954629
246,322177573
2940,322198652
1995,322200056
8075,322322493
9921,322359960
8250,322559365
5322,322682583
2755,322730885
3055,322819743
6885,322954184
4887,323037650
2097,323188312
2916,323235788
4146,323338403
10593,323619892
2619,323687805
8115,323902289
4057,323985816
172,323989110
5786,323993202
10856,324138129
10566,324248861
8064,324311130
6508,324373461
7712,324489439
2717,324578872
11693,324621921
5708,324783892
3294,324793050
7387,324907301
1893,325127784
8678,325203967
6093,325207515
5839,325268617
9978,325455613
7515,325486244
2982,325522303
4478,325540586
7044,325569294
11739,325681337
9290,325717062
2895,325866798
5183,325922868
10026,326166097
3503,326242129
5545,326367569
4253,326469336
2216,326471651
9600,326565749
1604,326575706
6635,326591908
1501,326822811
5806,326832539
11202,326849146
5243,326917189
11578,327277912
9720,327334400
9785,327623419
7126,327703074
6758,327736545
3319,327746763
4006,327900192
1463,327938037
2267,327981053
10320,328222002
7449,328344278
7462,328357564
1449,328458662
2628,328508967
5523,328617485
10250,328767906
2474,328916464
8181,328938922
3729,328944064
10435,329011842
10199,329127491
987,329200678
5975,329229195
4060,329396662
9942,329398814
6004,329422337
8607,329427246
4603,329459734
9781,329467062
9337,329512689
3353,329548309
8256,329605415
2177,329642756
2710,329696282
6327,329734189
3912,329809498
1229,329822294
2740,329857149
301,329862720
1563,330074209
11297,330262470
4100,330274103
6533,330299903
6842,330348111
7949,330520571
2614,330564202
5602,330583400
1128,330650511
5949,330661299
6860,330688495
3570,330959283
2905,331134202
2004,331164026
3441,331217993
5297,331315358
2057,331331914
222,331366387
5559,331411520
10486,331541503
8005,331544588
1439,331572613
2791,331573132
1666,331653019
1017,331677780
1712,331717611
3224,331956499
4069,331983601
2435,331995255
2829,332071135
9586,332137593
3306,332311806
1049,332466401
11103,332531121
1327,332583650
9320,332641284
8355,332752568
5966,332782731
10224,332985128
231,333228696
9037,333291439
3199,333298148
2738,333302385
2003,333306132
8566,333403887
